time_imf,b_imf,b_imf_x,b_imf_y,b_imf_z,rho,ps,p_dyn,sym_h,tp,v_sw,ca
2015-09-14 15:50:30,4.193034,-1.4122224,0.16888887,-3.9444444,1.0741241169929504e-26,0.22207781902881388,2.5675979599639285,-45.3,198359.25,488.8306,177.54826762524524,
2015-09-14 15:53:30,4.6074724,-1.1222222,2.0188887,-3.9866664,1.0097446003150939e-26,0.2225890537750492,2.55572986521683,-45.2,202622.28,503.0067,153.14188436214698,
2015-09-15 11:19:30,4.7661953,-2.002,4.2330003,-0.88900006,8.873722476768494e-27,0.0770814532000136,2.373210643723774,-17.0,181800.75,517.05566,101.86068746990784,
2015-09-15 11:42:30,5.32629,-2.3850002,4.043,-2.517,1.0048004193496702e-26,0.09350303940285665,2.686093416173649,-20.4,197825.28,516.9431,121.9046425704973,
2015-09-15 12:01:30,5.661597,-0.90900004,4.186,3.7020001,8.611397116661071e-27,0.10678189762960891,2.319627911574692,-20.8,155656.0,518.9129,48.511206844151296,
2015-09-15 13:03:30,4.6629205,-3.8133333,0.032222226,2.6833334,7.652744495105742e-27,0.1471684319810039,1.9397679842855335,-26.5,109021.0,503.37122,0.6879908144693684,
2015-09-16 12:55:30,4.160314,-3.4739997,1.9590002,-1.184,9.974524999999999e-27,0.1358454161047353,2.1278638855549477,-13.3,107162.25,461.79358,121.14834938408012,
2015-09-18 11:55:30,5.988276,-4.028001,4.4309998,0.030000005,1.3661494953536985e-26,0.08342610971629802,2.170596896991544,-31.5,56293.6,398.5314,89.61208874075646,
2015-09-18 12:34:30,6.8472314,1.4059999,1.4389999,-6.5449996,1.062923908214569e-26,0.10966385613673171,1.890344589908814,-30.5,43161.3,421.63968,167.60009709912165,
2015-09-19 09:12:30,8.079495,1.483,-7.8229995,-1.3709999,2.1189256880187987e-26,-0.03889070648738297,3.6468560533965,-28.7,85091.555,414.7855,260.0597226680788,
2015-09-19 09:27:30,7.988299,1.525,-7.739,-1.263,2.1323852293395993e-26,-0.028724481549047092,3.688480644575395,-25.6,77904.0,415.82733,260.7310756219777,
2015-09-19 09:47:30,7.6654305,2.5700002,-7.021,-1.691,2.1198869266510006e-26,-0.014813931517260008,3.5854292534887007,-21.6,76136.2,411.1841,256.4582868621361,
2015-09-20 11:39:30,8.18374,-7.7249994,0.805,-2.5787501,1.0646818086624144e-26,0.05936354155564599,2.738428043060163,-77.1,349766.0,507.0641,162.66337297081984,
2015-09-20 12:25:30,9.104535,-4.65,6.3533335,-4.5722218,9.575544953536987e-27,0.09087186551393407,2.843608566782445,-68.0,478738.88,544.84784,125.74094126124002,
2015-09-22 13:46:30,5.8827834,4.4,-3.6439998,1.4030001,7.27459373064041e-27,0.12567674847897303,2.6243827983500685,-16.1,146523.5,600.52527,291.05753217837366,
2015-09-22 14:07:30,4.853597,4.5869994,-1.5860001,0.038000003,6.66057917432785e-27,0.13585319596308779,2.440203253568959,-16.2,254068.8,605.17236,271.3725240092359,
2015-09-23 08:57:30,8.470123,7.5410004,-3.177,-2.1869998,9.2486678899765e-27,-0.07466376348160551,2.1551184051625945,-22.9,81545.89,482.63416,235.45704659842352,
2015-09-23 15:02:30,8.408279,-5.556667,5.9911113,1.9822222,1.1017644036674497e-26,0.15046395245423907,3.0770786596374697,-12.2,102832.875,528.3808,71.6926571513103,
2015-09-23 17:00:30,10.368492,8.1970005,-3.4350002,-5.3399997,5.033463200759887e-27,0.16543225336049333,1.31838362570514,-26.3,87360.555,511.69305,212.75148972168518,
2015-09-25 09:14:30,5.607776,4.4700003,0.681,-3.317,1.2149959123611448e-26,-0.07633177992826357,2.508473645625828,-1.0,145906.11,454.29654,168.3980544394759,
2015-09-25 09:40:30,5.95309,5.535,0.60300004,-2.107,1.1894440550613402e-26,-0.058411947750206916,2.377499915696866,-6.1,131877.8,447.00287,164.02946544633576,
2015-09-25 09:58:30,6.126968,4.967,-2.132,-2.885,1.1865599724197386e-26,-0.04566642716619755,2.3973010376823494,-4.5,113211.5,449.40567,216.46420296958567,
2015-09-25 14:49:30,4.0995646,3.308,-0.41300002,2.3860002,1.1152239449882506e-26,0.13289272175876032,2.407070543063592,-6.7,137591.58,464.49973,350.1798033132604,
2015-09-30 10:19:30,2.9110148,2.5899997,-1.178,0.61499995,1.5677229969024654e-26,-0.06280999113453908,1.6102117175448516,6.8,19021.445,320.42685,297.56776796690633,
2015-10-01 06:53:30,3.8941975,-1.247,-0.721,-3.618,3.6646645229339597e-26,-0.19416741033153043,3.4126564643571005,13.9,18300.4,305.10635,191.27033987631995,
2015-10-03 07:06:30,10.518133,-6.503,5.2450004,-6.3900003,9.985100091934204e-27,-0.20185468780362123,1.5344625053018686,-31.2,53095.0,391.944,140.62038542470773,
2015-10-03 14:48:30,8.833843,-5.7749996,-1.2440001,-6.568,1.589915286674499e-26,0.07938062461309951,2.1110030975293386,-8.2,32450.625,364.31708,190.7249629314728,
2015-10-05 11:45:30,3.3286567,-2.685,-0.5429999,-1.8910002,1.062484364337921e-26,-0.03321544449679305,2.4435754514721695,-14.4,149890.14,479.48352,196.02139214222416,
2015-10-06 09:57:30,4.4064527,-3.64,2.4830003,0.044,1.225098269996643e-26,-0.11720114554834894,1.8581313343284303,3.6,33403.285,389.38107,88.98479733719333,
2015-10-08 09:35:30,4.7046447,-4.663333,-0.09,-0.6155555,4.4306806683540345e-27,-0.14559652499423367,2.3546101831038,-44.4,172753.58,728.8638,188.31823649439207,
2015-10-08 10:31:30,4.427964,-2.862,1.26,-3.1349998,4.730088073348998e-27,-0.10536253142020255,2.5876994348528415,-38.5,205098.56,739.51056,158.10412607718797,
2015-10-14 13:22:30,3.6639922,-2.2366667,-0.605,-2.8383331,6.537520183372497e-27,-0.02988855178394076,1.7542810517546528,-21.9,155164.5,517.923,192.03271193109845,
2015-10-16 11:27:30,2.3646133,1.26,-1.7800001,-0.9139999,1.0152383486557006e-26,-0.11528470031824847,1.617975166850056,-8.7,66988.6,399.13885,242.82026373126408,
2015-10-18 15:03:30,4.6302633,-3.1539998,0.68500006,-3.3200002,1.0848437064552306e-26,-0.013217739047958222,2.157717998958076,-31.0,148681.0,445.89832,168.34201956752514,
2015-10-19 12:33:30,2.9637933,-2.3420002,1.367,-1.196,8.346874954032898e-27,-0.08956767901048894,1.1962379497623579,-3.0,62555.9,378.50266,131.18296278433937,
2015-10-21 14:58:30,5.9542994,-1.927,-1.087,-5.528,1.25366559633255e-26,-0.03327658155414876,2.7477921743088487,4.7,123926.14,468.0833,191.1244470356485,
2015-10-22 15:16:30,4.874272,3.3490002,2.0969996,-2.8539999,1.05874173166275e-26,-0.03466991302777269,1.642552468306614,-1.6,43709.75,393.80997,143.69310994737805,
2015-10-22 15:17:30,4.7548676,3.3700001,1.8829998,-2.7759998,1.0602868283271789e-26,-0.03443465182918743,1.6515648191503636,-1.7,43355.0,394.601,145.85041153634825,
2015-10-23 14:28:30,6.1554365,5.305,-2.1959999,-2.219,1.0229296330070494e-26,-0.05540298112400648,1.9312179936489886,6.0,98893.664,434.42505,224.7015203916478,
2015-11-01 03:25:30,8.3469715,-4.6099997,6.561,-2.318,1.9035719266510008e-26,-0.4099235594880243,2.399096879150098,-17.2,46173.332,354.94522,109.45830303468489,
2015-11-03 15:41:30,10.036154,-7.0059996,6.6950006,2.6109998,1.181368238582611e-26,-0.09941656194861045,4.759996714861758,-36.2,324994.6,634.6478,68.69458659626822,
2015-11-04 03:34:30,5.379112,-5.09,0.8299999,1.529,6.266405321025848e-27,-0.4283984352213532,2.574801466137646,-35.9,214656.7,640.8918,28.49480814176825,
2015-11-04 07:26:30,5.9674654,-3.8700004,3.7100005,-2.6209998,9.725521651840207e-27,-0.3876546983313956,4.918057246273929,-37.7,343917.7,710.9882,125.24001518751129,
2015-11-06 13:23:30,6.6670485,-6.429,1.6959999,-0.491,7.571986788749694e-27,-0.16371585292106505,1.5798930472958936,-23.4,70357.8,456.7,106.14598230611969,
2015-11-06 13:52:30,6.5243154,-4.8133335,-0.42999998,4.383333,9.613999999999998e-27,-0.14949720527111243,2.4043625,-26.3,nan,nan,354.3972760785613,
2015-11-07 13:28:30,14.777466,-9.79,-9.7369995,-5.2650003,3.0123867736339564e-27,-0.16630403241437244,0.9467902300223288,-76.8,34819.89,560.5232,241.59897126615243,
2015-11-10 02:47:30,8.729377,-7.9300003,2.9760003,-2.112,1.0383120183372496e-26,-0.4462295189852109,3.5045080302774645,-40.4,411943.9,580.8603,125.36246681895128,
2015-11-15 14:08:30,7.203126,3.132,6.371,1.219,1.754875535125732e-26,-0.1863365599724656,2.909132047637253,-11.9,42289.89,407.0808,79.16818308467336,
2015-11-21 01:46:30,7.274682,3.4259999,-5.6419997,-3.058,7.954898820114134e-27,-0.4671227802929592,1.3226968473297989,-12.2,99456.86,407.69458,241.5420348092312,
2015-12-02 08:15:30,5.160313,-3.8849998,2.4740002,-2.3270001,5.043504220294952e-27,-0.47737209024548993,0.9513818466383225,-9.4,97264.6,434.2435,133.24622632881685,
2015-12-05 23:43:30,6.2424097,-4.231,4.589,-0.086,1.258152171230316e-26,-0.4307659152041859,2.7148350958228837,-8.2,157302.44,464.43744,91.07361944954496,
2015-12-06 23:32:30,8.399443,-8.143001,-1.6930001,1.173,1.0302362935447691e-26,-0.4246059162179145,2.667294154761942,-21.0,153476.4,508.7321,304.71626444280923,
2015-12-07 00:30:30,8.665493,-8.656,-0.275,-0.298,1.025706901168823e-26,-0.46530517226843077,2.703572407524056,-15.5,199410.11,513.3097,222.70139511585793,
2015-12-08 00:07:30,4.425279,-2.673,1.4,-3.237,4.377574617767333e-27,-0.45116958862205325,1.6582284836083467,-13.4,207599.22,615.3575,156.61155215862175,
2015-12-08 10:26:30,4.0587354,-3.741,1.533,-0.35799998,5.270875573348998e-27,-0.4017805973688345,1.6656729855682657,-5.8,178087.5,562.05084,103.14465375084352,
2015-12-10 12:13:30,4.441244,-3.1559997,-2.0259998,-2.3790002,9.527473853302001e-27,-0.3304667655788823,3.3007127987845184,-7.0,249490.75,588.4873,220.4183224235111,
2015-12-11 11:31:30,5.258493,-4.908,1.589,-1.019,8.801616743278503e-27,-0.36084345448290767,3.3521543468712394,-10.6,178262.38,617.02515,122.67139960672293,
2015-12-12 00:26:30,4.736133,-4.571,1.234,-0.119000055,7.295103486061096e-27,-0.4695079523575488,2.9256260276838684,-3.1,206993.0,633.1634,95.50824954176997,
2015-12-15 23:43:30,7.907991,4.2009997,-6.634,0.937,4.326299999999999e-27,-0.4423836187954396,1.308021851773009,-12.2,194507.33,549.7576,278.03939652600445,
2015-12-17 02:22:30,5.0766077,4.738,1.17,-1.3979999,9.697320795440673e-27,-0.5409322301351218,1.4103030714925153,-4.2,47634.668,381.28738,140.07371074391827,
2015-12-17 10:12:30,3.798365,3.301,1.5439999,-1.071,7.169640481662749e-27,-0.42615079416506546,1.3504155702036391,4.7,210820.5,433.91745,124.7472306992732,
2015-12-23 11:09:30,7.0483365,0.9509999,-6.7590003,1.758,1.4683783791351317e-26,-0.38826272464792716,3.169757829310948,-13.0,169151.56,464.53253,284.57945292045343,
2015-12-25 09:11:30,5.139492,5.0060005,-0.43600002,-1.079,1.3780066361045835e-26,-0.4731677067602758,3.2149972650066636,-1.9,170753.11,482.93283,202.0025478172693,
2015-12-26 21:45:30,7.2288437,3.0666668,3.0244443,5.8055553,9.957356749916075e-27,-0.35477814704990696,3.54843536376773,-13.6,202993.86,596.85455,27.517573703626798,
2015-12-28 22:21:30,4.880757,-4.268,1.5060002,-1.827,1.7544482772064206e-26,-0.37778593456963333,2.6544450195859906,8.2,61068.223,388.90067,140.50117130293432,
2015-12-30 01:06:30,4.8011928,-4.384,1.3139999,1.451,1.1472706727790831e-26,-0.4928388334860704,1.5856585577421725,-1.4,71350.445,371.70123,42.163430520121956,
2016-01-03 21:54:30,1.7907902,-0.311,1.6969999,-0.47999996,8.614144036674499e-27,-0.34899056611262924,1.8197130332826317,-20.2,92226.29,459.5338,105.79366748835209,
2016-01-03 22:27:30,4.837411,-4.584,1.188,0.98800004,6.045832503318786e-27,-0.37222352929300184,1.1089419149956998,-23.5,63047.57,428.20175,50.25139902579256,
2016-01-04 01:23:30,4.4036713,-3.9889998,1.8259999,0.38200003,6.414942086791992e-27,-0.49498227145492874,1.137835631501189,-19.1,65340.875,421.08084,78.18410308943626,
2016-01-04 08:33:30,4.337394,-3.338,2.3639998,1.4430001,9.255879013442992e-27,-0.49025039150805877,1.8309981338059154,-8.1,65711.75,444.68985,58.59985387093452,
2016-01-06 22:27:30,5.4688706,-3.527143,3.3942857,-2.4385715,8.485957492256163e-27,-0.365591243652699,2.513913543043636,-23.0,235245.0,544.18536,125.69476918245073,
2016-01-07 21:41:30,4.428644,-3.303,2.699,1.191,7.513341055011748e-27,-0.33109698508569485,2.2213863322003506,-17.4,101420.75,543.64777,66.18935517097759,
2016-01-07 23:15:30,3.7538447,-3.45,0.793,-1.249,7.270930865001678e-27,-0.3978846530416442,2.1179168851828702,-15.6,113026.43,539.61194,147.5882165668746,
2016-01-08 08:45:30,4.3523054,-3.4289997,-2.675,0.17,8.53448519001007e-27,-0.4757248782099081,2.320596181996929,-14.5,93695.57,521.3546,273.6363355681233,
2016-01-08 22:25:30,1.6266701,-0.544,1.5179999,-0.21400003,6.379850550365447e-27,-0.3591334795846892,1.5013642967416254,-8.7,69219.336,485.02023,98.02438877916512,
2016-01-10 09:12:30,5.1928105,-2.992,1.9610001,-3.764,1.2692401560401916e-26,-0.4536972532815719,2.3582766864273443,-5.0,68046.3,430.97052,152.48100891843487,
2016-01-10 20:51:30,4.037488,-2.36,0.90999997,-3.147,7.531608164787292e-27,-0.2911377861152901,1.4082974543181974,-5.3,57432.1,432.34003,163.8720159255886,
2016-01-10 20:55:30,4.089409,-2.7619998,1.586,-2.565,7.845024770164488e-27,-0.29355126374726537,1.4567491446788616,-5.6,56424.3,430.84128,148.27052514420217,
2016-01-11 06:47:30,6.243319,-0.139,-5.5880003,-2.781,1.446266131458282e-26,-0.5297110702137388,2.1949132374507605,-12.3,55672.832,389.49927,243.5416956321575,
2016-01-13 21:34:30,4.9880466,4.8714285,0.042857137,-1.0714287,6.58558990831375e-27,-0.3093227424085009,1.7208972392994268,-7.8,133939.5,511.09567,177.70939178776584,
2016-01-14 07:42:30,4.986609,0.32299995,-4.5789995,-1.948,4.547421559906005e-27,-0.49765215766207493,1.2860772038101125,-9.5,131842.17,531.70776,246.95410595282007,
2016-01-17 05:31:30,5.799038,-3.4900002,4.6220007,0.29299998,1.2786619266510007e-26,-0.5302460394595002,1.3084485428612005,4.8,59746.0,319.83246,86.37273492309451,
2016-01-17 07:00:30,6.4181786,3.116,4.7200003,-3.0340002,1.0758065596580504e-26,-0.5075214333709277,1.3661274707689692,1.7,35401.1,356.2875,122.73277568660467,
2016-01-22 22:12:30,6.1207147,2.5566664,-5.468889,1.0088888,6.523099311733245e-27,-0.30216924804711326,1.735291101689448,-27.8,131982.62,515.68115,280.4522906239057,
2016-01-30 00:55:30,2.661886,-2.336,1.121,-0.61,1.6615739580154417e-26,-0.386574304928164,1.387742675427911,3.3,17752.0,288.946,118.5531233862854,
2016-02-01 21:15:30,5.856819,-3.9010003,4.045,1.65,3.397972330169677e-26,-0.2181845602211073,2.4892630891208594,-10.0,32507.7,270.61234,67.80891596659266,
2016-02-03 22:41:30,9.041031,-5.163,6.38,3.7919998,1.1996348899269103e-26,-0.26676077064469356,1.7920283221031128,-10.7,67717.5,386.42926,59.27455361752672,
2016-02-04 20:24:30,8.706986,-3.428889,6.9088883,4.04,1.2498199999999998e-26,-0.1727915187495799,2.405559372721243,0.0,82738.89,438.63815,59.68286915629925,
2016-02-05 19:53:30,4.715897,-4.07125,-0.11,-2.3775,1.0402347706604003e-26,-0.15176749991616872,2.210372568407057,-10.7,86425.6,460.88135,182.6490155587414,
2016-02-05 20:50:30,3.918776,-2.6599998,2.759,-0.818,9.585158256721495e-27,-0.18226867356815754,2.099077718844485,-13.2,95331.7,467.8824,106.51425927597761,
2016-02-06 20:15:30,5.095753,-2.5230002,3.3270001,-2.921,1.0577803096580505e-26,-0.15739723791108973,1.9120136525054128,-4.1,51639.375,425.0792,131.2821098103313,
2016-02-09 19:19:30,7.417511,0.283,-7.2510004,1.537,1.875691238632202e-26,-0.11526045533836832,2.9375523386795646,5.0,73436.0,395.67102,281.96788227997484,
2016-02-11 20:36:30,9.032206,2.88,-7.1400003,-4.7230005,1.17290798166275e-26,-0.14115400176829104,1.3898409711377688,-12.3,34580.832,344.16974,236.51597180658564,
2016-02-14 02:33:30,4.6025352,-1.71375,-2.385,3.54375,1.2503007110023497e-26,-0.36239847442504064,2.038282521058431,-5.7,66465.25,403.68912,326.0588229197257,
2016-02-14 22:23:30,5.9925065,-4.054,1.014,4.2949996,1.318491441669464e-26,-0.19331125062379503,1.9242475220561825,-8.9,71792.86,381.95648,13.28364047333323,
2016-02-18 02:04:30,5.6443357,5.2200003,-2.115,0.36999992,7.294622591686248e-27,-0.32423815979657616,2.7765136242801907,-45.9,282478.38,616.8372,279.9229577934189,
2016-02-19 03:23:30,2.4395483,1.428,-1.886,0.59599996,5.444271231746673e-27,-0.35205456420850967,1.792107295370721,-26.9,142877.86,573.6331,287.5371980386357,
2016-02-19 20:49:30,2.6395187,2.3230002,-1.248,-0.114999995,8.61414311981201e-27,-0.1014370305014064,2.5544396009927195,-32.3,186644.0,544.45734,264.7352125511951,
2016-02-19 21:05:30,3.0400271,2.7789998,0.666,1.037,7.642061671829223e-27,-0.11116152313894014,2.226731460486767,-30.4,164660.44,539.69794,32.7100867087983,
2016-02-19 21:19:30,3.8863351,1.9939998,3.309,0.42200002,6.970150458431242e-27,-0.12000816319479,2.0228905801973345,-29.4,121084.5,538.62585,82.73224409547772,
2016-02-19 23:35:30,3.5936124,3.2688887,-0.041111104,1.4922223,6.579821926403044e-27,-0.21547484934407546,1.8785800812803994,-21.5,110419.2,534.23193,358.4218858594856,
2016-02-20 00:35:30,2.8728526,2.7389998,0.551,0.669,6.17768145494461e-27,-0.2577055432892481,1.735445797450536,-26.0,115276.29,529.92554,39.475460798682214,
2016-02-26 01:45:30,8.512848,-1.542,7.5130005,3.6939998,1.5636209541320797e-26,-0.2641947773834491,1.9984377479567992,-5.0,92365.8,357.43878,63.81753100055564,
2016-02-29 20:34:30,6.805913,1.49,6.5380006,-1.164,4.9292350066375727e-26,-0.029726398146539806,5.209911362864242,21.7,22610.428,325.048,100.09494013548698,
2016-03-02 00:18:30,11.004025,-6.776,7.422,4.4820004,1.1914149426650999e-26,-0.17697147555164586,1.755007671737272,-11.5,88414.5,383.73383,58.87304094716752,
2016-03-07 02:02:30,10.227174,8.094,-5.261,-3.3770003,3.1233478099060055e-26,-0.2083726814246862,8.500391417880351,-73.0,469212.5,521.5925,237.30387510848163,
2016-03-07 19:14:30,6.2974095,5.207,-2.671,-2.3259997,1.033917038002014e-26,0.05537019981623378,3.0054739740862066,-38.8,135147.0,539.0583,228.9495155648022,
2016-09-26 15:33:30,8.668037,-2.178,8.127001,-2.084,1.9699087613677976e-26,0.13245337729150022,3.7175338335210393,-18.8,77048.6,434.33667,104.38240697185489,
2016-09-26 16:47:30,8.739689,-4.268,7.5099998,-1.329,1.8495197656631465e-26,0.13942714667072673,3.418829520647102,-18.1,69240.22,429.86426,100.0353945463028,
2016-09-27 14:32:30,6.7841797,-1.4689999,0.838,-6.5699997,9.835122476768492e-27,0.10751433504283531,2.9292049344783946,-36.6,167425.6,545.6411,172.73120841120203,
2016-09-27 19:00:30,9.25494,-4.435,5.5429997,5.9380007,1.463891620864868e-26,0.10205888904759919,5.306923179230485,-21.7,197046.67,601.9896,43.02952924273084,
2016-09-28 15:14:30,6.725841,-0.696,6.082,-2.786,9.142914220046996e-27,0.11453708882613113,4.184357941505458,-25.0,279536.75,676.3853,114.61122997097428,
2016-09-28 16:57:30,4.2987957,-0.94399995,1.0550001,-4.059,7.852715412712096e-27,0.12541258027301838,3.7987287095476217,-42.6,357362.6,695.3946,165.43028260359202,
2016-09-29 16:13:30,5.6960254,-5.652,0.6999999,0.098,4.4051345872879026e-27,0.11809886855468216,1.953287243060781,-47.8,182417.7,665.77203,82.03038751674555,
2016-10-01 18:38:30,5.8472476,-3.4520001,4.189,-2.174,7.064367706108092e-27,0.08320163402045425,2.111859528445014,-33.3,123373.6,546.6608,117.4283278337677,
2016-10-01 18:50:30,5.934873,-5.5169997,2.128,0.50699997,7.037447706604004e-27,0.07862857784493446,2.017731263170672,-34.5,119699.2,535.3603,76.59900742837307,
2016-10-02 20:02:30,3.0138438,-0.63,-2.073,-2.095,8.141990111923217e-27,0.03678143606361888,2.277875245081947,-32.6,152188.56,528.8369,224.6975725423075,
2016-10-10 15:00:30,6.35824,-1.7880001,5.738,-2.075,2.388117798042297e-26,0.031326584193042885,2.991748550617691,-10.9,42036.0,353.8806,109.8812215179029,
2016-10-10 15:06:30,6.299949,-1.408,6.0980005,-0.72199994,2.4173867992401118e-26,0.033024410355946686,3.0732362255347008,-10.8,40669.223,356.4897,96.75235483870945,
2016-10-14 13:04:30,15.790288,0.244,15.278002,3.9819999,1.4329665826416013e-26,-0.045285172123039286,1.7295024656883948,-38.1,24422.875,347.34787,75.39164854916825,
2016-10-16 17:26:30,5.7055125,5.1130004,-2.5110002,-0.324,6.220257798290252e-27,0.0022907010186361616,2.6460381283140904,-14.0,137734.0,652.1026,262.6476198728941,
2016-10-16 17:56:30,5.85057,4.7400002,-3.388,0.53199995,5.681873853302001e-27,-0.00390998405047725,2.460962169433218,-20.9,171844.25,658.00433,278.92398798579114,
2016-10-17 14:26:30,4.4222383,0.095000006,-2.492,3.652,3.6752948558330534e-27,-0.024751063641482142,2.0205961676135775,-20.4,198794.42,741.33716,325.69170708202665,
2016-10-22 12:58:30,5.1028833,3.1833332,-1.1966666,-3.8044443,1.9389514495849606e-26,-0.09787659072914454,2.1443429896798745,5.9,42983.8,332.49548,197.46067692488592,
2016-10-22 13:01:30,5.2020893,3.1522222,-1.1177778,-3.9844446,2.0516276146697997e-26,-0.09615733340217227,2.2813581482286933,5.7,44900.0,333.40305,195.6706892491007,
2016-10-22 13:10:30,5.1203647,2.553,-0.25799996,-4.431,9.613999999999998e-27,-0.09110310812960425,2.4043625,4.3,nan,nan,183.3323486644445,
2016-10-23 16:33:30,4.0864882,-1.26,3.272,-2.099,1.5525540571594236e-26,-0.03717036287376166,2.755092383820846,-5.2,114752.89,421.1791,122.68031983377897,
2016-10-24 14:24:30,6.3239017,-1.326,3.213,-5.283,2.444840229339599e-26,-0.068289443671963,3.5210917933959767,-26.3,50297.8,379.43338,148.69298600474582,
2016-10-25 17:48:30,8.079266,-8.072,0.30499992,0.15600002,1.4072760040473937e-26,-0.057928463879764726,6.781734510707245,-59.2,380148.88,694.06934,62.91136297318088,
2016-10-25 20:16:30,7.8666687,-4.5379996,6.0020003,2.295,8.751487286758422e-27,-0.12089882139896535,4.269703050720203,-66.7,350521.84,698.361,69.07452269903935,
2016-10-26 10:20:30,4.5408745,-2.6044447,1.768889,3.2722223,6.309187958431243e-27,-0.22794664497775183,2.945250085401148,-41.2,260205.88,683.11914,28.3946468326846,
2016-10-26 17:04:30,4.290956,-3.4529998,-0.509,-2.4959998,6.456762935447692e-27,-0.0566731503618186,2.616521933359997,-52.9,220231.0,636.4684,191.5260758192236,
2016-10-26 18:59:30,4.6888566,-1.183,-0.699,-4.483,9.613999999999998e-27,-0.08729170134062318,2.4043625,-41.6,nan,nan,188.8623293636753,
2016-10-26 19:09:30,4.7933946,-1.6588889,-1.7977778,-4.122222,9.613999999999998e-27,-0.0916652607044562,2.4043625,-42.5,nan,nan,203.56291819353706,
2016-10-27 17:38:30,5.5788097,-4.533,3.2300003,0.377,5.732079867839812e-27,-0.06761926988754095,1.7177221114741212,-51.2,129752.0,547.3214,83.34265810160176,
2016-10-28 14:43:30,4.0032015,-2.948,2.1290002,-1.674,6.510051441669463e-27,-0.08502607195972861,2.764212808745296,-36.4,249124.67,651.5018,128.17742000234531,
