time_imf,b_imf,rho,ps,p_dyn,sym_h,tp,ca
2016-01-10 20:51:30,4.037488,7.531608164787292e-27,-0.2911377861152901,1.4082974543181974,-5.3,57432.1,163.8720159255886,
2016-01-10 20:55:30,4.089409,7.845024770164488e-27,-0.29355126374726537,1.4567491446788616,-5.6,56424.3,148.27052514420217,
2016-01-11 06:47:30,6.243319,1.446266131458282e-26,-0.5297110702137388,2.1949132374507605,-12.3,55672.832,243.5416956321575,
2016-01-13 21:34:30,4.9880466,6.58558990831375e-27,-0.3093227424085009,1.7208972392994268,-7.8,133939.5,177.70939178776584,
2016-01-14 07:42:30,4.986609,4.547421559906005e-27,-0.49765215766207493,1.2860772038101125,-9.5,131842.17,246.95410595282007,
2016-01-17 05:31:30,5.799038,1.2786619266510007e-26,-0.5302460394595002,1.3084485428612005,4.8,59746.0,86.37273492309451,
2016-01-17 07:00:30,6.4181786,1.0758065596580504e-26,-0.5075214333709277,1.3661274707689692,1.7,35401.1,122.73277568660467,
2016-01-22 22:12:30,6.1207147,6.523099311733245e-27,-0.30216924804711326,1.735291101689448,-27.8,131982.62,280.4522906239057,
2016-01-30 00:55:30,2.661886,1.6615739580154417e-26,-0.386574304928164,1.387742675427911,3.3,17752.0,118.5531233862854,
2016-02-01 21:15:30,5.856819,3.397972330169677e-26,-0.2181845602211073,2.4892630891208594,-10.0,32507.7,67.80891596659266,
2016-02-03 22:41:30,9.041031,1.1996348899269103e-26,-0.26676077064469356,1.7920283221031128,-10.7,67717.5,59.27455361752672,
2016-02-04 20:24:30,8.706986,1.2498199999999998e-26,-0.1727915187495799,2.405559372721243,0.0,82738.89,59.68286915629925,
2016-02-05 19:53:30,4.715897,1.0402347706604003e-26,-0.15176749991616872,2.210372568407057,-10.7,86425.6,182.6490155587414,
2016-02-05 20:50:30,3.918776,9.585158256721495e-27,-0.18226867356815754,2.099077718844485,-13.2,95331.7,106.51425927597761,
2016-02-06 20:15:30,5.095753,1.0577803096580505e-26,-0.15739723791108973,1.9120136525054128,-4.1,51639.375,131.2821098103313,
2016-02-09 19:19:30,7.417511,1.875691238632202e-26,-0.11526045533836832,2.9375523386795646,5.0,73436.0,281.96788227997484,
2016-02-11 20:36:30,9.032206,1.17290798166275e-26,-0.14115400176829104,1.3898409711377688,-12.3,34580.832,236.51597180658564,
2016-02-14 02:33:30,4.6025352,1.2503007110023497e-26,-0.36239847442504064,2.038282521058431,-5.7,66465.25,326.0588229197257,
2016-02-14 22:23:30,5.9925065,1.318491441669464e-26,-0.19331125062379503,1.9242475220561825,-8.9,71792.86,13.28364047333323,
2016-02-18 02:04:30,5.6443357,7.294622591686248e-27,-0.32423815979657616,2.7765136242801907,-45.9,282478.38,279.9229577934189,
2016-02-19 03:23:30,2.4395483,5.444271231746673e-27,-0.35205456420850967,1.792107295370721,-26.9,142877.86,287.5371980386357,
2016-02-19 20:49:30,2.6395187,8.61414311981201e-27,-0.1014370305014064,2.5544396009927195,-32.3,186644.0,264.7352125511951,
2016-02-19 21:05:30,3.0400271,7.642061671829223e-27,-0.11116152313894014,2.226731460486767,-30.4,164660.44,32.7100867087983,
2016-02-19 21:19:30,3.8863351,6.970150458431242e-27,-0.12000816319479,2.0228905801973345,-29.4,121084.5,82.73224409547772,
2016-02-19 23:35:30,3.5936124,6.579821926403044e-27,-0.21547484934407546,1.8785800812803994,-21.5,110419.2,358.4218858594856,
2016-02-20 00:35:30,2.8728526,6.17768145494461e-27,-0.2577055432892481,1.735445797450536,-26.0,115276.29,39.475460798682214,
2016-02-26 01:45:30,8.512848,1.5636209541320797e-26,-0.2641947773834491,1.9984377479567992,-5.0,92365.8,63.81753100055564,
2016-02-29 20:34:30,6.805913,4.9292350066375727e-26,-0.029726398146539806,5.209911362864242,21.7,22610.428,100.09494013548698,
2016-03-02 00:18:30,11.004025,1.1914149426650999e-26,-0.17697147555164586,1.755007671737272,-11.5,88414.5,58.87304094716752,
2016-03-07 02:02:30,10.227174,3.1233478099060055e-26,-0.2083726814246862,8.500391417880351,-73.0,469212.5,237.30387510848163,
2016-03-07 19:14:30,6.2974095,1.033917038002014e-26,0.05537019981623378,3.0054739740862066,-38.8,135147.0,228.9495155648022,
2016-09-26 15:33:30,8.668037,1.9699087613677976e-26,0.13245337729150022,3.7175338335210393,-18.8,77048.6,104.38240697185489,
2016-09-26 16:47:30,8.739689,1.8495197656631465e-26,0.13942714667072673,3.418829520647102,-18.1,69240.22,100.0353945463028,
2016-09-27 14:32:30,6.7841797,9.835122476768492e-27,0.10751433504283531,2.9292049344783946,-36.6,167425.6,172.73120841120203,
2016-09-27 19:00:30,9.25494,1.463891620864868e-26,0.10205888904759919,5.306923179230485,-21.7,197046.67,43.02952924273084,
2016-09-28 15:14:30,6.725841,9.142914220046996e-27,0.11453708882613113,4.184357941505458,-25.0,279536.75,114.61122997097428,
2016-09-28 16:57:30,4.2987957,7.852715412712096e-27,0.12541258027301838,3.7987287095476217,-42.6,357362.6,165.43028260359202,
2016-09-29 16:13:30,5.6960254,4.4051345872879026e-27,0.11809886855468216,1.953287243060781,-47.8,182417.7,82.03038751674555,
2016-10-01 18:38:30,5.8472476,7.064367706108092e-27,0.08320163402045425,2.111859528445014,-33.3,123373.6,117.4283278337677,
2016-10-01 18:50:30,5.934873,7.037447706604004e-27,0.07862857784493446,2.017731263170672,-34.5,119699.2,76.59900742837307,
2016-10-02 20:02:30,3.0138438,8.141990111923217e-27,0.03678143606361888,2.277875245081947,-32.6,152188.56,224.6975725423075,
2016-10-10 15:00:30,6.35824,2.388117798042297e-26,0.031326584193042885,2.991748550617691,-10.9,42036.0,109.8812215179029,
2016-10-10 15:06:30,6.299949,2.4173867992401118e-26,0.033024410355946686,3.0732362255347008,-10.8,40669.223,96.75235483870945,
2016-10-14 13:04:30,15.790288,1.4329665826416013e-26,-0.045285172123039286,1.7295024656883948,-38.1,24422.875,75.39164854916825,
2016-10-16 17:26:30,5.7055125,6.220257798290252e-27,0.0022907010186361616,2.6460381283140904,-14.0,137734.0,262.6476198728941,
2016-10-16 17:56:30,5.85057,5.681873853302001e-27,-0.00390998405047725,2.460962169433218,-20.9,171844.25,278.92398798579114,
2016-10-17 14:26:30,4.4222383,3.6752948558330534e-27,-0.024751063641482142,2.0205961676135775,-20.4,198794.42,325.69170708202665,
2016-10-22 12:58:30,5.1028833,1.9389514495849606e-26,-0.09787659072914454,2.1443429896798745,5.9,42983.8,197.46067692488592,
2016-10-22 13:01:30,5.2020893,2.0516276146697997e-26,-0.09615733340217227,2.2813581482286933,5.7,44900.0,195.6706892491007,
2016-10-22 13:10:30,5.1203647,9.613999999999998e-27,-0.09110310812960425,2.4043625,4.3,nan,183.3323486644445,
2016-10-23 16:33:30,4.0864882,1.5525540571594236e-26,-0.03717036287376166,2.755092383820846,-5.2,114752.89,122.68031983377897,
2016-10-24 14:24:30,6.3239017,2.444840229339599e-26,-0.068289443671963,3.5210917933959767,-26.3,50297.8,148.69298600474582,
2016-10-25 17:48:30,8.079266,1.4072760040473937e-26,-0.057928463879764726,6.781734510707245,-59.2,380148.88,62.91136297318088,
2016-10-25 20:16:30,7.8666687,8.751487286758422e-27,-0.12089882139896535,4.269703050720203,-66.7,350521.84,69.07452269903935,
2016-10-26 10:20:30,4.5408745,6.309187958431243e-27,-0.22794664497775183,2.945250085401148,-41.2,260205.88,28.3946468326846,
2016-10-26 17:04:30,4.290956,6.456762935447692e-27,-0.0566731503618186,2.616521933359997,-52.9,220231.0,191.5260758192236,
2016-10-26 18:59:30,4.6888566,9.613999999999998e-27,-0.08729170134062318,2.4043625,-41.6,nan,188.8623293636753,
2016-10-26 19:09:30,4.7933946,9.613999999999998e-27,-0.0916652607044562,2.4043625,-42.5,nan,203.56291819353706,
2016-10-27 17:38:30,5.5788097,5.732079867839812e-27,-0.06761926988754095,1.7177221114741212,-51.2,129752.0,83.34265810160176,
2016-10-28 14:43:30,4.0032015,6.510051441669463e-27,-0.08502607195972861,2.764212808745296,-36.4,249124.67,128.17742000234531,
2016-10-28 17:33:30,2.559848,6.729799999999999e-27,-0.07248393032671524,2.7250202727191426,-23.7,250567.0,41.43649690185209,
2016-10-29 09:29:00,5.0355473,9.33327045917511e-27,-0.2818487847438801,4.01949345631392,-47.18181818181818,331303.4,104.14699084173206,
2016-10-29 12:17:30,7.5503426,7.411325433444977e-27,-0.16359603529085265,2.533762239174027,-47.0,235399.89,113.9909873226346,
2016-10-29 12:18:30,7.5533075,7.362187563705443e-27,-0.16295654958093667,2.5175886969090597,-46.9,228772.89,115.69240793545228,
2016-10-29 16:21:30,7.1099873,7.140798279953003e-27,-0.07281478222569515,2.0289740700152423,-33.0,210015.38,82.7279888876248,
2016-10-31 12:09:30,3.8188589,6.768255504894256e-27,-0.17991669760759701,1.740966902644126,-30.7,164335.33,135.58107185507234,
2016-10-31 12:27:30,3.7336957,5.7837822019577016e-27,-0.16843364333965516,1.3691431290586602,-30.8,101821.6,101.09002356547695,
2016-11-01 09:56:30,4.602491,8.054609449386596e-27,-0.27892064093446156,1.641988661847889,-21.6,71630.5,108.76641170195177,
2016-11-02 09:38:30,4.298597,1.8003818042373657e-26,-0.29718910644807783,3.3019865058710955,-13.1,38975.11,310.4795029323851,
2016-11-03 09:19:30,7.0028405,1.1262114416694639e-26,-0.31589992064519545,1.8289813081677206,-39.6,32907.285,161.21953928217084,
2016-11-03 19:54:30,4.3436337,2.341585743179321e-26,-0.15923691335141513,3.9585908731404005,-17.4,62826.8,253.35689603551927,
2016-11-06 16:17:30,3.7433202,2.106186800613403e-26,-0.1166214887066082,2.0222602727544596,-9.2,32140.0,109.18657761893427,
2016-11-08 09:35:30,5.86312,2.1304622019577022e-26,-0.3305284187227316,1.8765181208903057,3.0,24735.0,282.8899987990616,
2016-11-09 20:03:30,6.840129,3.9950016421508784e-26,-0.1946527552434308,4.8946327846696835,6.1,46245.3,86.29773944600778,
2016-11-10 08:28:30,11.514889,1.6728359633255002e-26,-0.3857156740517441,2.309412419273013,-6.3,38237.0,101.53086446507709,
2016-11-10 18:34:30,11.134501,2.758449009094238e-26,-0.15814755642146827,4.879955782017468,-45.2,165506.2,274.4775553266804,
2016-11-11 19:18:30,9.43007,1.917031651344299e-26,-0.18091249042562296,4.464728375561871,-4.9,185617.0,305.1192080377995,
2016-11-12 18:44:30,5.1840224,6.345239908313751e-27,-0.17115163655367177,3.500471993428264,-20.5,242192.0,306.66263271473645,
2016-11-13 09:37:30,4.3248944,4.8625476553916924e-27,-0.3531762086699556,2.302873923381224,-17.8,206279.22,348.9210557982877,
2016-11-14 13:14:30,2.5470023,4.820734141635894e-27,-0.21190183424814357,1.9342889325435095,-13.6,229901.58,309.8366933390277,
2016-11-14 15:35:30,3.9385087,4.213335665035247e-27,-0.16002330277820873,1.658575567462812,-14.0,167855.5,275.60877808720704,
2016-11-15 08:36:30,4.3620186,5.568428623962402e-27,-0.403901045086432,1.5984495916789998,-15.6,79610.9,80.83246112878452,
2016-11-15 10:59:30,4.4293303,3.7174136847972866e-27,-0.30325313260677456,1.3515181787594683,-20.0,75697.0,266.5034870556089,
2016-11-15 11:15:30,4.883388,3.469280439138412e-27,-0.29190032600733473,1.2334171241988343,-19.8,78819.86,274.4169647185532,
2016-11-15 12:25:30,3.834459,4.221614474868774e-27,-0.24500093218578858,1.1850581620063492,-17.0,79249.78,143.73197372375543,
2016-11-15 13:38:30,3.4845152,6.207896658229827e-27,-0.20407794434100704,1.6857639547662726,-16.6,102543.86,155.6103147281896,
2016-11-15 14:22:30,3.305593,6.261918196010589e-27,-0.1849548585072256,1.6974148270057543,-16.0,122990.164,171.81600404355535,
2016-11-16 11:57:30,3.0900338,8.545778185272216e-27,-0.2674853398687391,1.6449507215275174,-2.8,31134.334,295.43655770056563,
2016-11-22 18:22:30,10.058606,2.1933378807830808e-26,-0.2042565310236888,3.750142252000658,-6.2,135420.9,103.03388857307343,
2016-11-23 09:42:30,4.915794,1.2646530930137633e-26,-0.3914554513623598,2.349336450527867,-20.1,76735.14,153.54951005181334,
2016-11-24 18:35:30,10.41708,2.186415935745239e-26,-0.21537858236666377,4.874519328087772,-29.0,177134.4,66.52081059101997,
2016-11-25 08:03:30,5.9812107,5.321348853302002e-27,-0.4643452546140958,2.1986232478652266,-32.5,444852.88,77.87869801088831,
2016-11-25 10:31:30,6.748126,4.751452344608306e-27,-0.3633702487639207,1.7717784613448686,-31.1,264626.66,73.38558100880049,
2016-11-25 10:32:30,6.737971,4.8048637104034416e-27,-0.3626469358867119,1.7992229877591774,-31.0,268448.78,79.30154252821787,
2016-11-26 16:59:30,4.756911,4.3070720183372495e-27,-0.20183892161782124,1.814183595908989,-21.4,273937.4,91.70938028767893,
2016-11-29 14:06:30,4.1722264,1.1820947604179381e-26,-0.24377473240414133,1.943029726464557,-7.7,69439.445,272.2301908633144,
2016-11-29 15:18:30,3.7532413,9.133300916862487e-27,-0.21970258037330243,1.4336192864350452,-6.9,62703.332,271.23945143363653,
2016-12-02 15:59:30,3.814157,1.4930541743278502e-26,-0.22059759235595755,1.690321151275523,-12.4,28067.334,143.60065650677276,
2016-12-07 04:59:30,6.415461,1.6574537613677976e-26,-0.561999593173415,1.8127054858623581,-15.0,46095.2,127.09208928285194,
2016-12-10 09:07:30,4.5206857,6.268328440093993e-27,-0.4633616924365054,2.7689574738384777,-25.1,210696.22,223.92373943010173,
2016-12-10 15:42:30,5.328723,4.347451100730896e-27,-0.23950037657345694,1.8530625167260495,-27.1,188713.0,264.14118416888994,
2016-12-11 04:20:30,3.6664984,5.5376642200469966e-27,-0.5681312569270807,2.223727891964515,-18.1,210291.0,150.40303314648523,
2016-12-11 05:05:30,3.6444867,5.764554220294952e-27,-0.5683071261732778,2.211829770911246,-17.8,180126.6,109.93449016323983,
2016-12-12 06:12:30,5.691427,7.059079701709746e-27,-0.5572590823373684,1.8784852590388166,-15.2,84462.375,82.87250203008394,
2016-12-13 11:08:30,4.4395986,9.613999999999998e-27,-0.38174828392823396,2.4043625,-10.8,nan,59.70912440346878,
2016-12-13 15:22:30,6.5266337,6.48945e-27,-0.2478048416243082,1.7296397791996507,-7.8,122538.9,297.31269455235224,
2016-12-14 06:01:30,2.89367,5.3011595413208004e-27,-0.5627686332465683,1.2348375175051967,-11.1,111086.0,283.9047121927262,
2016-12-14 11:00:30,4.020195,5.611829226684569e-27,-0.38882526039784054,1.1905356268961511,-8.0,94189.29,148.81307439073296,
2016-12-18 14:37:30,3.970734,1.314954919681549e-26,-0.26599727801431555,2.099736191205354,-16.9,118889.0,124.98481199936293,
2016-12-19 14:04:30,3.8943255,9.3871095413208e-27,-0.2801324548739451,1.279202641420654,-18.4,69504.6,148.5285423702886,
2016-12-20 15:36:30,6.5393004,1.8044409378433225e-26,-0.24952271916796329,2.1227818587154825,-16.0,29729.334,147.35370885191136,
2016-12-22 14:30:30,6.6229935,6.633660091686249e-27,-0.26989640329987286,2.437826751128915,-35.6,156929.0,196.89823816749205,
