mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
1,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.69,-15.29,7.59,nan,shear
1,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.69,-15.29,7.59,1.19,rx_en
1,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.69,-15.29,7.59,8.61,va_cs
1,2016-11-02 14:41:18,2016-11-02 14:51:18,7.23,8.8,-3.54,8.69,-15.29,7.59,nan,bisection
1,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.84,15.46,32.78,39.07,7.34,shear
1,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.84,15.46,32.78,39.07,4.15,rx_en
1,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.84,15.46,32.78,39.07,5.74,va_cs
1,2016-11-06 08:35:58,2016-11-06 08:45:58,7.95,4.14,-2.84,15.46,32.78,39.07,5.74,bisection
1,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.91,-21.85,-12.17,7.33,shear
1,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.91,-21.85,-12.17,5.19,rx_en
1,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.91,-21.85,-12.17,nan,va_cs
1,2016-11-12 17:43:47,2016-11-12 17:53:47,6.62,9.15,-1.1,10.91,-21.85,-12.17,1.83,bisection
1,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.89,21.75,17.23,5.02,shear
1,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.89,21.75,17.23,13.82,rx_en
1,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.89,21.75,17.23,nan,va_cs
1,2016-11-13 09:05:41,2016-11-13 09:15:41,8.95,4.56,-2.62,9.89,21.75,17.23,13.82,bisection
1,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.51,8.28,1.63,31.29,6.12,shear
1,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.51,8.28,1.63,31.29,9.35,rx_en
1,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.51,8.28,1.63,31.29,12.25,va_cs
1,2016-11-18 12:03:11,2016-11-18 12:13:11,9.59,6.45,-2.51,8.28,1.63,31.29,2.58,bisection
1,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.42,21.38,29.64,13.57,shear
1,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.42,21.38,29.64,2.21,rx_en
1,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.42,21.38,29.64,nan,va_cs
1,2016-11-23 07:45:30,2016-11-23 07:55:30,9.61,3.24,-1.6,12.42,21.38,29.64,5.68,bisection
1,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.08,20.31,-8.78,6.26,shear
1,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.08,20.31,-8.78,4.7,rx_en
1,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.08,20.31,-8.78,5.95,va_cs
1,2016-11-28 15:42:00,2016-11-28 15:52:00,8.88,7.17,-0.44,-8.08,20.31,-8.78,5.95,bisection
1,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.59,51.22,8.72,shear
1,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.59,51.22,5.61,rx_en
1,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.59,51.22,11.52,va_cs
1,2016-12-07 05:11:00,2016-12-07 05:21:00,9.53,0.6,-0.55,20.21,13.59,51.22,5.92,bisection
1,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.6,14.75,9.73,12.09,shear
1,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.6,14.75,9.73,9.15,rx_en
1,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.6,14.75,9.73,13.72,va_cs
1,2016-12-11 04:36:50,2016-12-11 04:46:50,9.48,-0.06,-0.45,3.6,14.75,9.73,7.84,bisection
1,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.0,6.4,45.69,8.67,shear
1,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.0,6.4,45.69,3.0,rx_en
1,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.0,6.4,45.69,2.67,va_cs
1,2016-12-19 14:10:02,2016-12-19 14:20:02,10.19,4.16,0.93,0.0,6.4,45.69,2.0,bisection
1,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.3,-18.74,-16.84,2.31,shear
1,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.3,-18.74,-16.84,4.96,rx_en
1,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.3,-18.74,-16.84,5.95,va_cs
1,2016-12-24 15:08:00,2016-12-24 15:12:00,9.35,3.77,1.45,3.3,-18.74,-16.84,1.32,bisection
1,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,10.85,-0.13,31.49,1.89,shear
1,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,10.85,-0.13,31.49,5.04,rx_en
1,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,10.85,-0.13,31.49,5.67,va_cs
1,2017-01-02 02:53:13,2017-01-02 03:03:13,9.63,-3.0,-0.65,10.85,-0.13,31.49,5.36,bisection
1,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.23,-5.21,-3.27,nan,shear
1,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.23,-5.21,-3.27,nan,rx_en
1,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.23,-5.21,-3.27,nan,va_cs
1,2017-01-11 04:17:43,2017-01-11 04:27:43,10.8,-3.71,-0.15,-2.23,-5.21,-3.27,nan,bisection
1,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.96,-3.34,-1.98,57.78,3.33,shear
1,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.96,-3.34,-1.98,57.78,3.0,rx_en
1,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.96,-3.34,-1.98,57.78,1.33,va_cs
1,2017-01-20 12:27:07,2017-01-20 12:37:07,9.63,-0.46,1.96,-3.34,-1.98,57.78,0.67,bisection
1,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.25,19.37,-23.45,2.98,shear
1,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.25,19.37,-23.45,0.99,rx_en
1,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.25,19.37,-23.45,5.3,va_cs
1,2017-01-22 10:10:46,2017-01-22 10:20:46,10.73,-2.14,1.76,3.25,19.37,-23.45,1.33,bisection
1,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.19,-2.14,51.51,5.33,shear
1,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.19,-2.14,51.51,0.0,rx_en
1,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.19,-2.14,51.51,1.33,va_cs
1,2017-01-22 10:42:33,2017-01-22 10:52:33,10.51,-1.79,1.83,-1.19,-2.14,51.51,1.33,bisection
1,2017-01-27 12:00:43,2017-01-27 12:10:43,9.26,-1.37,1.96,-3.49,-4.6,66.66,3.0,shear
1,2017-01-27 12:00:43,2017-01-27 12:10:43,9.26,-1.37,1.96,-3.49,-4.6,66.66,3.0,rx_en
1,2017-01-27 12:00:43,2017-01-27 12:10:43,9.26,-1.37,1.96,-3.49,-4.6,66.66,0.33,va_cs
1,2017-01-27 12:00:43,2017-01-27 12:10:43,9.26,-1.37,1.96,-3.49,-4.6,66.66,0.33,bisection
