Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh,b_lmn_vec_msp_n,b_lmn_vec_msp_m,b_lmn_vec_msp_l,b_lmn_vec_msh_n,b_lmn_vec_msh_m,b_lmn_vec_msh_l,np_median_msp,np_median_msh
2016-11-30 07:39:24.106000+00:00,3,False,False,True,10.246,2.748,-1.084,2.954,nan,nan,2016-11-30 07:39:20.608156544+00:00,759,760,679,739,0.000,15.868,-11.992,39.862,15.868,-11.992,39.862,2.92,2.922
2016-12-03 07:03:04.100000+00:00,3,False,False,True,10.260,2.131,-0.814,2.281,nan,nan,2016-12-03 07:04:34.479203968+00:00,632,667,552,612,0.000,16.548,-13.276,48.979,16.548,-13.276,48.979,0.354,0.354
2016-12-07 04:58:14.191000+00:00,3,False,True,True,9.289,0.391,-0.567,0.689,3.313,161.784,2016-12-07 04:59:35.552736512+00:00,485,533,553,613,9.525,23.987,-10.886,55.706,15.517,-6.283,59.090,0.699,4.504
2016-12-10 05:43:24.144000+00:00,3,True,True,True,10.143,0.686,-0.392,0.790,2.205,23.075,2016-12-10 05:43:48.564691968+00:00,350,410,430,490,12.461,25.035,-19.835,45.879,19.378,-7.782,43.893,0.624,3.503
2016-12-10 09:11:04.090000+00:00,3,False,False,True,11.382,2.874,-0.390,2.900,nan,nan,2016-12-10 09:11:19.425679488+00:00,865,869,785,845,0.000,-23.668,11.922,-16.019,-23.668,11.922,-16.019,2.89,2.893
2016-12-10 09:09:44.138000+00:00,3,False,False,True,11.379,2.859,-0.390,2.886,nan,nan,2016-12-10 09:11:19.275675008+00:00,1398,1402,1318,1378,0.000,-23.668,11.920,-16.019,-23.668,11.920,-16.019,2.89,2.893
2016-12-19 03:26:04.157000+00:00,3,False,False,True,9.071,-1.403,-0.518,1.496,4.931,32.114,2016-12-19 03:26:20.471187968+00:00,777,837,857,917,4.025,19.948,4.179,67.990,17.019,8.270,63.472,0.977,13.592
2016-12-21 16:52:34.185000+00:00,3,False,False,True,7.765,4.433,1.687,4.743,4.209,115.476,2016-12-21 16:53:04.794990592+00:00,929,937,957,1017,1.433,15.868,-13.752,90.548,18.316,-13.407,91.208,2.3,5.399
2016-12-23 14:17:14.220000+00:00,3,False,False,True,10.088,3.645,1.209,3.841,5.646,39.215,2016-12-23 14:15:46.527928448+00:00,215,275,135,195,7.246,5.392,-3.152,52.527,8.783,2.944,54.598,0.263,2.470
2016-12-23 14:20:04.172000+00:00,3,False,False,True,10.052,3.661,1.219,3.859,7.170,138.456,2016-12-23 14:19:33.404900096+00:00,656,716,576,636,14.141,8.178,-3.274,59.260,7.084,-17.802,56.876,0.557,3.856
2016-12-23 15:19:24.177000+00:00,3,False,True,True,9.245,3.938,1.432,4.190,3.185,144.251,2016-12-23 15:19:57.286577024+00:00,429,489,509,569,10.107,4.481,-6.649,60.086,8.560,-12.980,48.699,0.56,2.839
2016-12-24 04:58:44.203000+00:00,3,False,True,True,10.667,-1.143,-0.001,1.143,2.583,151.960,2016-12-24 05:00:38.423193984+00:00,1490,1550,1570,1598,23.517,14.484,8.726,58.183,-0.360,11.169,21.844,1.75,11.447
2016-12-27 03:01:24.156000+00:00,3,True,True,True,9.341,-2.330,-0.595,2.405,2.670,172.398,2016-12-27 03:02:25.159404544+00:00,383,443,303,363,0.590,15.638,27.979,58.622,13.574,24.179,49.501,1.28,4.709
2016-12-27 03:14:54.169000+00:00,3,False,False,True,9.547,-2.246,-0.514,2.304,6.420,107.654,2016-12-27 03:15:50.666265984+00:00,784,844,864,924,7.576,13.600,22.573,61.698,14.167,11.958,51.364,0.839,6.488
2016-12-27 03:16:44.120000+00:00,3,False,False,True,9.570,-2.237,-0.506,2.293,6.420,107.654,2016-12-27 03:15:50.666265984+00:00,253,313,333,393,7.576,13.600,22.573,61.698,14.167,11.958,51.364,0.839,6.488
2016-12-27 03:36:04.088000+00:00,3,False,False,True,9.849,-2.109,-0.391,2.145,nan,nan,2016-12-27 03:36:08.526681600+00:00,758,801,678,738,0.000,17.897,13.311,54.464,17.897,13.311,54.464,1.96,1.956
2016-12-27 04:04:04.113000+00:00,3,False,False,True,10.215,-1.914,-0.230,1.928,10.199,153.036,2016-12-27 04:04:59.016545536+00:00,280,340,360,420,31.944,14.853,11.830,55.503,0.166,13.721,15.798,0.955,10.299
2016-12-27 03:09:54.164000+00:00,3,False,True,True,9.472,-2.278,-0.544,2.342,3.135,12.427,2016-12-27 03:08:21.187430016+00:00,118,178,198,258,3.674,18.992,32.998,56.679,13.061,23.342,45.893,0.867,6.340
2016-12-28 05:36:34.117000+00:00,3,False,False,True,11.189,-1.309,0.263,1.335,1.520,140.864,2016-12-28 05:37:53.149666176+00:00,467,527,547,607,5.766,12.700,0.896,51.466,12.441,2.412,36.149,1.36,6.452
2016-12-28 05:38:04.119000+00:00,3,False,False,True,11.201,-1.296,0.270,1.324,1.520,140.864,2016-12-28 05:37:53.149666176+00:00,467,527,547,607,5.766,12.700,0.896,51.466,12.441,2.412,36.149,1.36,6.452
2016-12-28 06:31:34.168000+00:00,3,False,True,True,11.559,-0.831,0.490,0.965,1.146,43.403,2016-12-28 06:33:20.703645056+00:00,689,749,609,669,2.274,12.500,3.066,41.278,9.802,1.421,35.303,1.4,3.932
2017-01-06 01:29:33.080000+00:00,3,False,False,True,8.426,-3.767,-1.304,3.986,5.072,126.530,2017-01-06 01:31:19.879329536+00:00,1463,1523,1543,1598,10.270,31.870,36.586,56.279,19.208,31.243,58.349,1.33,4.534
2017-01-06 01:16:13.119000+00:00,3,False,False,True,8.180,-3.793,-1.385,4.038,14.362,113.984,2017-01-06 01:15:15.071443456+00:00,37,97,117,177,14.320,25.389,39.413,56.460,10.401,19.859,46.695,0.757,7.217
2017-01-06 01:31:23.182000+00:00,3,False,False,True,8.462,-3.763,-1.292,3.978,5.251,125.137,2017-01-06 01:31:19.879329536+00:00,729,789,809,869,10.518,32.564,36.757,56.220,19.525,31.565,58.536,1.34,4.658
2017-01-06 13:53:23.109000+00:00,3,False,False,True,9.703,1.741,1.805,2.508,nan,nan,2017-01-06 13:54:10.594659072+00:00,386,420,306,366,nan,1.884,7.290,64.204,1.884,7.290,64.204,1.33,1.331
2017-01-07 01:04:38.820000+00:00,3,False,False,True,8.029,-3.916,-1.478,4.186,2.359,146.463,2017-01-07 01:05:18.811376512+00:00,219,232,252,312,24.243,16.570,41.618,36.812,1.309,8.589,16.569,2.34,11.002
2017-01-09 02:02:03.077000+00:00,3,False,False,True,9.111,-4.028,-1.171,4.195,13.102,88.544,2017-01-09 02:03:46.572514944+00:00,1207,1267,1127,1187,19.198,9.675,34.546,61.850,4.649,24.268,21.418,0.772,10.122
2017-01-09 13:00:33.088000+00:00,3,False,False,True,10.186,0.978,1.806,2.054,nan,nan,2017-01-09 13:02:08.524409344+00:00,676,731,596,656,0.000,-8.977,-3.284,56.504,-8.977,-3.284,56.504,1.2,1.198
2017-01-09 13:03:53.191000+00:00,3,True,True,True,10.144,1.006,1.812,2.072,1.617,17.537,2017-01-09 13:02:08.974414464+00:00,142,202,62,122,6.889,-8.834,-3.275,56.197,-7.463,3.345,54.003,1.22,3.385
2017-01-16 00:50:13.184000+00:00,3,True,True,True,8.176,-4.916,-1.871,5.260,1.197,166.075,2017-01-16 00:50:35.540698624+00:00,467,527,547,607,6.355,11.008,22.378,57.501,12.253,30.436,57.958,1.7,2.663
2017-01-21 00:17:13.131000+00:00,3,False,False,True,7.741,-5.468,-2.269,5.920,7.762,43.330,2017-01-21 00:18:51.659931904+00:00,353,413,433,493,7.240,13.033,24.924,51.693,14.132,21.934,36.911,0.966,12.126
2017-01-21 09:27:13.177000+00:00,3,False,False,True,11.062,-2.532,1.620,3.006,3.740,31.045,2017-01-21 09:28:18.346243072+00:00,347,407,427,487,9.345,3.869,6.076,44.947,-0.303,0.065,27.860,0.971,6.777
2017-01-21 09:29:13.179000+00:00,3,False,False,True,11.053,-2.512,1.627,2.992,3.740,31.045,2017-01-21 09:28:18.346243072+00:00,346,406,426,486,9.345,3.869,6.076,44.947,-0.303,0.065,27.860,0.971,6.777
2017-01-24 04:36:43.197000+00:00,3,False,True,True,10.572,-5.395,-0.349,5.406,8.177,129.597,2017-01-24 04:36:49.017543040+00:00,734,794,814,874,5.128,9.975,16.607,37.555,6.685,12.823,35.143,0.9,2.898
2017-01-27 12:03:23.101000+00:00,3,False,False,True,9.286,-1.396,1.959,2.406,nan,nan,2017-01-27 12:03:44.589944064+00:00,818,833,738,798,0.000,9.800,-5.056,62.704,9.800,-5.056,62.704,2.61,2.609
2017-01-28 00:47:33.099000+00:00,3,False,True,True,8.187,-6.319,-2.444,6.775,0.977,130.015,2017-01-28 00:46:10.962119936+00:00,155,201,221,281,3.796,12.734,19.584,45.915,11.047,14.953,42.842,2.06,3.731
2017-01-29 01:28:03.181000+00:00,3,False,False,True,8.672,-6.466,-2.226,6.839,9.441,44.692,2017-01-29 01:29:21.652279424+00:00,950,1010,870,930,94.753,7.244,19.820,42.361,7.483,-10.179,2.295,0.571,16.576
2017-01-29 07:50:23.189000+00:00,3,False,True,True,10.719,-4.504,1.133,4.645,7.070,55.946,2017-01-29 07:50:41.956453504+00:00,866,926,946,1006,2.912,-1.937,4.612,45.449,-4.110,4.268,43.847,1.18,2.853
2017-01-29 07:52:13.141000+00:00,3,False,True,True,10.718,-4.489,1.143,4.632,7.070,55.946,2017-01-29 07:50:42.406458496+00:00,199,259,279,339,2.912,-1.937,4.612,45.449,-4.110,4.268,43.847,1.18,2.853
2017-01-29 09:01:53.107000+00:00,3,False,False,True,10.534,-3.733,1.513,4.028,8.566,14.239,2017-01-29 09:03:12.221587072+00:00,1082,1142,1162,1222,16.721,4.155,12.189,53.658,4.178,-2.461,36.530,0.766,13.196
2017-01-29 09:02:23.107000+00:00,3,False,False,True,10.532,-3.728,1.515,4.024,8.566,14.239,2017-01-29 09:03:12.221587072+00:00,882,942,962,1022,16.721,4.155,12.189,53.658,4.178,-2.461,36.530,0.766,13.196
2017-01-29 09:39:23.142000+00:00,3,False,True,True,10.356,-3.302,1.659,3.695,1.955,37.645,2017-01-29 09:38:50.341333504+00:00,612,672,532,592,7.671,-2.791,0.790,54.740,-4.087,7.395,50.492,1.09,4.890
2017-01-29 09:37:13.090000+00:00,3,False,True,True,10.370,-3.331,1.650,3.717,1.955,37.645,2017-01-29 09:38:50.341333504+00:00,680,740,600,660,7.671,-2.791,0.790,54.740,-4.087,7.395,50.492,1.09,4.890
2017-01-29 10:08:13.120000+00:00,3,False,False,True,10.180,-2.964,1.748,3.441,5.047,25.404,2017-01-29 10:09:57.558580992+00:00,689,749,609,669,14.815,3.097,-3.327,58.529,-0.654,9.271,47.382,1.18,8.364
2017-02-03 23:46:13.169000+00:00,3,False,False,True,7.155,-7.001,-3.130,7.669,2.049,116.543,2017-02-03 23:46:03.694449536+00:00,665,725,745,805,8.375,12.677,48.039,28.864,8.449,28.214,23.330,2.22,7.622
2017-02-04 06:58:43.091000+00:00,3,False,False,True,10.230,-5.698,0.637,5.734,11.643,162.180,2017-02-04 07:00:12.674996608+00:00,490,550,410,470,31.413,8.153,10.933,44.745,0.181,6.398,6.618,0.611,8.215
2017-02-04 06:47:43.081000+00:00,3,True,True,True,10.226,-5.802,0.545,5.828,2.565,161.810,2017-02-04 06:48:36.144307968+00:00,420,480,340,400,19.480,16.749,13.661,39.718,5.264,17.995,25.968,1.09,8.211
2017-02-05 11:12:33.103000+00:00,3,False,False,True,8.871,-2.672,1.833,3.240,8.726,42.976,2017-02-05 11:14:24.327792512+00:00,1521,1581,1441,1501,14.341,10.025,18.617,81.546,12.472,1.295,43.032,1.9,20.028
2017-02-05 11:14:33.105000+00:00,3,False,True,True,8.849,-2.643,1.836,3.219,2.290,30.844,2017-02-05 11:15:26.803320448+00:00,1143,1165,1185,1245,4.983,6.349,18.264,88.513,12.043,23.730,87.491,1.92,1.606
2017-02-05 11:15:53.206000+00:00,3,False,True,True,8.832,-2.622,1.839,3.202,2.290,30.844,2017-02-05 11:15:26.803320448+00:00,609,631,651,711,4.983,6.349,18.264,88.513,12.043,23.730,87.491,1.92,1.606
2017-11-17 09:53:53.118000+00:00,3,False,True,True,9.798,4.702,-0.652,4.747,5.619,147.418,2017-11-17 09:55:45.319863040+00:00,729,789,649,709,85.404,5.253,2.005,41.786,-3.859,-9.748,1.813,0.594,10.554
